FID,FireName,FireNo,Label,StartDate,EndDate,AreaHa,PerimeterM,Verdate,Type,Season,ID,Year,Year_Con,Shape__Area,Shape__Length
20964,Metropolitan, ,1978-79 Prescribed Burn,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,33.97336024,2949.86031169,26/03/2020,Prescribed Burn,1978-79,21099,1978,1978/01/01 00:00:00+00,339208.203125,2947.57883623774
20965,Metropolitan, ,1978-79 Prescribed Burn,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,223.66265482,20792.1728448,26/03/2020,Prescribed Burn,1978-79,21100,1978,1978/01/01 00:00:00+00,2233094.7890625,20775.7677910704
20966,Metropolitan, ,1978-79 Prescribed Burn,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,871.46111391,23342.6599836,26/03/2020,Prescribed Burn,1978-79,21101,1978,1978/01/01 00:00:00+00,8700983.703125,23324.4131191695
20967,Metropolitan, ,1978-79 Prescribed Burn,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,199.39930151,17274.916844,26/03/2020,Prescribed Burn,1978-79,21102,1978,1978/01/01 00:00:00+00,1990954.1953125,17261.7637657902
20968,Metropolitan, ,1978-79 Prescribed Burn,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,158.53219855,15571.2196127,26/03/2020,Prescribed Burn,1978-79,21103,1978,1978/01/01 00:00:00+00,1582993.86328125,15559.7659418607
20969,Metropolitan, ,1978-79 Prescribed Burn,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,377.83688096,15731.6909289,26/03/2020,Prescribed Burn,1978-79,21104,1978,1978/01/01 00:00:00+00,3772984.296875,15720.4667972873
20970,Metropolitan, ,1978-79 Prescribed Burn,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,1022.43822465,37750.4960705,26/03/2020,Prescribed Burn,1978-79,21105,1978,1978/01/01 00:00:00+00,10208427.6601563,37720.9870745589
20971,"Metropolitan, Metropolitan",",",1978-79 Prescribed Burn,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,50.50557666,3391.04825983,26/03/2020,Prescribed Burn,1978-79,21106,1978,1978/01/01 00:00:00+00,504272.05078125,3388.4160916614
20972,Metropolitan, ,1978-79 Prescribed Burn,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,1.13525442,643.97301664,26/03/2020,Prescribed Burn,1978-79,21107,1978,1978/01/01 00:00:00+00,11334.9375,643.473356642496
20973, , ,1979-80 Prescribed Burn,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,401.14526786,13902.1786602,26/03/2020,Prescribed Burn,1979-80,21108,1979,1979/01/01 00:00:00+00,4004082.46875,13889.3963865105
20974, , ,1979-80 Prescribed Burn,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,25.21821755,2288.48552849,26/03/2020,Prescribed Burn,1979-80,21109,1979,1979/01/01 00:00:00+00,251719.77734375,2286.3864774124
20975, , ,1979-80 Prescribed Burn,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,19.60417056,1925.07106144,26/03/2020,Prescribed Burn,1979-80,21110,1979,1979/01/01 00:00:00+00,195678.69921875,1923.28796377597
20976, , ,1979-80 Prescribed Burn,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,13.01307179,1781.08651282,26/03/2020,Prescribed Burn,1979-80,21111,1979,1979/01/01 00:00:00+00,129889.9453125,1779.43801627583
20977, , ,1979-80 Prescribed Burn,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,43.43131054,3674.7701415,26/03/2020,Prescribed Burn,1979-80,21112,1979,1979/01/01 00:00:00+00,433515.7109375,3671.39513082349
20978, , ,1979-80 Prescribed Burn,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,72.31626565,4832.71675154,26/03/2020,Prescribed Burn,1979-80,21113,1979,1979/01/01 00:00:00+00,721825.6640625,4828.24666784434
20979, , ,1979-80 Prescribed Burn,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,12.09811822,2082.74741102,26/03/2020,Prescribed Burn,1979-80,21114,1979,1979/01/01 00:00:00+00,120759.99609375,2080.84252852099
20980, , ,1979-80 Prescribed Burn,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,106.15630282,4978.27019869,26/03/2020,Prescribed Burn,1979-80,21115,1979,1979/01/01 00:00:00+00,1059610.1484375,4973.68860718752
20981, , ,1979-80 Prescribed Burn,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,129.04719193,5128.03952915,26/03/2020,Prescribed Burn,1979-80,21116,1979,1979/01/01 00:00:00+00,1288100.59765625,5123.32575028404
20982, , ,1979-80 Prescribed Burn,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,49.65162941,3264.15578372,26/03/2020,Prescribed Burn,1979-80,21117,1979,1979/01/01 00:00:00+00,495604.8203125,3261.15821514256
20983, , ,1979-80 Prescribed Burn,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,10.88067505,1421.43620331,26/03/2020,Prescribed Burn,1979-80,21118,1979,1979/01/01 00:00:00+00,108607.5703125,1420.13447436541
20984, , ,1979-80 Prescribed Burn,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,172.96707542,7927.77449693,26/03/2020,Prescribed Burn,1979-80,21119,1979,1979/01/01 00:00:00+00,1726473.515625,7920.44376079673
20985, , ,1979-80 Prescribed Burn,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,47.22787011,4312.73895706,26/03/2020,Prescribed Burn,1979-80,21120,1979,1979/01/01 00:00:00+00,471390.98046875,4308.68371722058
20986, , ,1979-80 Prescribed Burn,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,8.13308126,1774.25937011,26/03/2020,Prescribed Burn,1979-80,21121,1979,1979/01/01 00:00:00+00,81200.390625,1772.83627729618
20987, , ,1979-80 Prescribed Burn,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,25.25860583,2112.78870432,26/03/2020,Prescribed Burn,1979-80,21122,1979,1979/01/01 00:00:00+00,252177.484375,2111.0791678433
20988, , ,1979-80 Prescribed Burn,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,32.12283637,2904.0736458,26/03/2020,Prescribed Burn,1979-80,21123,1979,1979/01/01 00:00:00+00,320708.83984375,2901.72380574695
20989, , ,1979-80 Prescribed Burn,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,4.39314897,1624.80928053,26/03/2020,Prescribed Burn,1979-80,21124,1979,1979/01/01 00:00:00+00,43856.92578125,1623.42971137376
20990, , ,1979-80 Prescribed Burn,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,2.7174682,826.50606705,26/03/2020,Prescribed Burn,1979-80,21125,1979,1979/01/01 00:00:00+00,27128.93359375,825.810048041036
20991, , ,1979-80 Prescribed Burn,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,69.15038447,4573.70629665,26/03/2020,Prescribed Burn,1979-80,21126,1979,1979/01/01 00:00:00+00,690232.68359375,4569.50000613881
20992, , ,1979-80 Prescribed Burn,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,0.38458576,230.35179171,26/03/2020,Prescribed Burn,1979-80,21127,1979,1979/01/01 00:00:00+00,3838.66796875,230.136625169642
20993, , ,1979-80 Prescribed Burn,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,0.35878579,239.73140612,26/03/2020,Prescribed Burn,1979-80,21128,1979,1979/01/01 00:00:00+00,3581.19140625,239.508186792041
20994, , ,1979-80 Prescribed Burn,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,267.08162235,8939.5715397,26/03/2020,Prescribed Burn,1979-80,21129,1979,1979/01/01 00:00:00+00,2665862.421875,8931.27740406557
20995, , ,1979-80 Prescribed Burn,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,25.22773305,4848.31607719,26/03/2020,Prescribed Burn,1979-80,21130,1979,1979/01/01 00:00:00+00,251809.11328125,4843.81447644177
20996, , ,1979-80 Prescribed Burn,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,4.72181544,877.23830326,26/03/2020,Prescribed Burn,1979-80,21131,1979,1979/01/01 00:00:00+00,47130.3046875,876.421950126609
20997, , ,1979-80 Prescribed Burn,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,5.29607042,1020.72017369,26/03/2020,Prescribed Burn,1979-80,21132,1979,1979/01/01 00:00:00+00,52862.19921875,1019.77043116484
20998, , ,1979-80 Prescribed Burn,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,38.67668658,4209.28472283,26/03/2020,Prescribed Burn,1979-80,21133,1979,1979/01/01 00:00:00+00,386048.80078125,4205.37567939782
20999,Eight Mile Ridge,HR7980/05,1979-80 Prescribed Burn,1979/08/01 00:00:00+00,1970/01/01 00:00:00+00,387.90702424,29016.0030026,26/03/2020,Prescribed Burn,1979-80,21134,1979,1979/01/01 00:00:00+00,3871740.15625,28988.5751032304
21000,Wondabyne,HR7980/04,1979-80 Prescribed Burn,1979/07/24 00:00:00+00,1970/01/01 00:00:00+00,1.7927503,575.26280256,26/03/2020,Prescribed Burn,1979-80,21135,1979,1979/01/01 00:00:00+00,17893.8671875,574.722744135014
21001,"Dark Corner, Brisk Bay",HR7980/40,1979-80 Prescribed Burn,1980/04/28 00:00:00+00,1970/01/01 00:00:00+00,3.65705011,722.93929426,26/03/2020,Prescribed Burn,1979-80,21136,1979,1979/01/01 00:00:00+00,36502.15234375,722.26361609508
21002,Staples Lookout,HR7980/42,1979-80 Prescribed Burn,1980/05/19 00:00:00+00,1970/01/01 00:00:00+00,7.89573044,1265.5421486,26/03/2020,Prescribed Burn,1979-80,21137,1979,1979/01/01 00:00:00+00,78808.81640625,1264.35158470031
21003,East Kariong,HR7980/43,1979-80 Prescribed Burn,1980/05/20 00:00:00+00,1970/01/01 00:00:00+00,31.98959777,2960.74935666,26/03/2020,Prescribed Burn,1979-80,21138,1979,1979/01/01 00:00:00+00,319293.1953125,2957.95846819463
21004,Woy Woy Bay,HR7980/44,1979-80 Prescribed Burn,1980/05/21 00:00:00+00,1970/01/01 00:00:00+00,7.92170874,1508.25634682,26/03/2020,Prescribed Burn,1979-80,21139,1979,1979/01/01 00:00:00+00,79068.16015625,1506.83796423993
21005,Green Pt,HR7980/02,1979-80 Prescribed Burn,1979/07/19 00:00:00+00,1979/07/21 00:00:00+00,9.84226085,1697.54356189,26/03/2020,Prescribed Burn,1979-80,21140,1979,1979/01/01 00:00:00+00,98238.66796875,1695.95657954374
21006,Coorrumbine Ck,HR7980/01,1979-80 Prescribed Burn,1979/07/07 00:00:00+00,1970/01/01 00:00:00+00,25.96888878,2381.85228535,26/03/2020,Prescribed Burn,1979-80,21141,1979,1979/01/01 00:00:00+00,259199.4921875,2379.60682862965
21007,Manly View Rd,HR7980/46,1979-80 Prescribed Burn,1980/06/30 00:00:00+00,1970/01/01 00:00:00+00,12.1292592,3146.04695718,26/03/2020,Prescribed Burn,1979-80,21142,1979,1979/01/01 00:00:00+00,121065.40234375,3143.09960905845
21008,Bullimah Lookout,HR7980/06,1979-80 Prescribed Burn,1979/08/02 00:00:00+00,1970/01/01 00:00:00+00,10.19179286,1953.07705393,26/03/2020,Prescribed Burn,1979-80,21143,1979,1979/01/01 00:00:00+00,101727.0859375,1951.24756323587
21009,Bouddi Ridge,HR7980/45,1979-80 Prescribed Burn,1980/06/08 00:00:00+00,1970/01/01 00:00:00+00,58.62870195,7897.83039893,26/03/2020,Prescribed Burn,1979-80,21144,1979,1979/01/01 00:00:00+00,585187.3203125,7890.4197063913
21010,Warragamba, ,1979-80 Prescribed Burn,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,130.32092658,6573.35339936,26/03/2020,Prescribed Burn,1979-80,21145,1979,1979/01/01 00:00:00+00,1301008.9609375,6567.80145916112
21011,Warragamba, ,1979-80 Prescribed Burn,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,154.21768321,6760.67743959,26/03/2020,Prescribed Burn,1979-80,21146,1979,1979/01/01 00:00:00+00,1539588.703125,6755.0012970041
21012, , ,1980-81 Prescribed Burn,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,177.01306472,7110.82316399,26/03/2020,Prescribed Burn,1980-81,21147,1980,1980/01/01 00:00:00+00,1766829.76171875,7104.19046514218
21013, , ,1980-81 Prescribed Burn,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,117.80348417,5219.36995677,26/03/2020,Prescribed Burn,1980-81,21148,1980,1980/01/01 00:00:00+00,1175861.203125,5214.55155136613
21014, , ,1980-81 Prescribed Burn,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,98.95608656,5316.36789017,26/03/2020,Prescribed Burn,1980-81,21149,1980,1980/01/01 00:00:00+00,987722.7421875,5311.42831311068
21015, , ,1980-81 Prescribed Burn,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,10.98167882,1425.56841528,26/03/2020,Prescribed Burn,1980-81,21150,1980,1980/01/01 00:00:00+00,109619.69921875,1424.28857056856
21016, , ,1980-81 Prescribed Burn,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,31.24234006,2424.67305753,26/03/2020,Prescribed Burn,1980-81,21151,1980,1980/01/01 00:00:00+00,311861.7265625,2422.49262702661
21017, , ,1980-81 Prescribed Burn,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,18.74154652,1866.21596046,26/03/2020,Prescribed Burn,1980-81,21152,1980,1980/01/01 00:00:00+00,187078.8359375,1864.53925885801
21018, , ,1980-81 Prescribed Burn,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,9.41883176,1276.53871673,26/03/2020,Prescribed Burn,1980-81,21153,1980,1980/01/01 00:00:00+00,94019.4765625,1275.39410382368
21019, , ,1980-81 Prescribed Burn,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,7.07800171,1166.44022275,26/03/2020,Prescribed Burn,1980-81,21154,1980,1980/01/01 00:00:00+00,70652.6484375,1165.39020119103
21020, , ,1980-81 Prescribed Burn,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,8.62373211,1373.63188326,26/03/2020,Prescribed Burn,1980-81,21155,1980,1980/01/01 00:00:00+00,86082.62890625,1372.39937109142
21021, , ,1980-81 Prescribed Burn,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,42.49062075,3150.45248904,26/03/2020,Prescribed Burn,1980-81,21156,1980,1980/01/01 00:00:00+00,424144.72265625,3147.62821258696
21022, , ,1980-81 Prescribed Burn,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,11.99282114,2022.6101574,26/03/2020,Prescribed Burn,1980-81,21157,1980,1980/01/01 00:00:00+00,119712.67578125,2020.79176210389
21023, , ,1980-81 Prescribed Burn,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,6.4045113,1030.37872445,26/03/2020,Prescribed Burn,1980-81,21158,1980,1980/01/01 00:00:00+00,63930.1484375,1029.45355901136
21024, , ,1980-81 Prescribed Burn,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,158.25804194,7706.51718291,26/03/2020,Prescribed Burn,1980-81,21159,1980,1980/01/01 00:00:00+00,1579785.2109375,7699.70835165269
21025, , ,1980-81 Prescribed Burn,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,177.31108506,9322.31565843,26/03/2020,Prescribed Burn,1980-81,21160,1980,1980/01/01 00:00:00+00,1769988.9453125,9314.10567798052
21026, , ,1980-81 Prescribed Burn,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,7.82095722,1174.74526185,26/03/2020,Prescribed Burn,1980-81,21161,1980,1980/01/01 00:00:00+00,78071.01953125,1173.70426161128
21027, , ,1980-81 Prescribed Burn,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,7.58668231,1119.40403813,26/03/2020,Prescribed Burn,1980-81,21162,1980,1980/01/01 00:00:00+00,75732.2265625,1118.4106489735
21028, , ,1980-81 Prescribed Burn,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,7.67143572,1472.34841702,26/03/2020,Prescribed Burn,1980-81,21163,1980,1980/01/01 00:00:00+00,76578.61328125,1471.0452219556
21029, , ,1980-81 Prescribed Burn,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,23.15338856,2393.53866121,26/03/2020,Prescribed Burn,1980-81,21164,1980,1980/01/01 00:00:00+00,231123.84765625,2391.41818701992
21030, , ,1980-81 Prescribed Burn,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,6.14218605,1052.96085816,26/03/2020,Prescribed Burn,1980-81,21165,1980,1980/01/01 00:00:00+00,61313.29296875,1052.03002882228
21031, , ,1980-81 Prescribed Burn,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,14.1214614,1734.24719225,26/03/2020,Prescribed Burn,1980-81,21166,1980,1980/01/01 00:00:00+00,140966.078125,1732.72041829255
21032, , ,1980-81 Prescribed Burn,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,7.80126094,1228.3119881,26/03/2020,Prescribed Burn,1980-81,21167,1980,1980/01/01 00:00:00+00,77875.1015625,1227.22887582957
21033, , ,1980-81 Prescribed Burn,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,15.00600016,1573.10549085,26/03/2020,Prescribed Burn,1980-81,21168,1980,1980/01/01 00:00:00+00,149795.02734375,1571.71594012981
21034, , ,1980-81 Prescribed Burn,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,10.29603373,1722.51960668,26/03/2020,Prescribed Burn,1980-81,21169,1980,1980/01/01 00:00:00+00,102771.12890625,1720.93612543944
21035, , ,1980-81 Prescribed Burn,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,37.11494064,4686.7472625,26/03/2020,Prescribed Burn,1980-81,21170,1980,1980/01/01 00:00:00+00,370467.51171875,4682.44028585753
21036, , ,1980-81 Prescribed Burn,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,5.35382525,1157.12994267,26/03/2020,Prescribed Burn,1980-81,21171,1980,1980/01/01 00:00:00+00,53439.8671875,1156.06624893824
21037, , ,1980-81 Prescribed Burn,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,96.5059319,8389.50507549,26/03/2020,Prescribed Burn,1980-81,21172,1980,1980/01/01 00:00:00+00,963280.6015625,8381.77023132066
21038, , ,1980-81 Prescribed Burn,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,79.26728471,5602.77428912,26/03/2020,Prescribed Burn,1980-81,21173,1980,1980/01/01 00:00:00+00,791220.96875,5597.64077986662
21039, , ,1980-81 Prescribed Burn,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,67.24967057,7466.45394533,26/03/2020,Prescribed Burn,1980-81,21174,1980,1980/01/01 00:00:00+00,671266.30078125,7459.62156357576
21040, , ,1980-81 Prescribed Burn,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,5.64147797,1133.46364706,26/03/2020,Prescribed Burn,1980-81,21175,1980,1980/01/01 00:00:00+00,56311.53125,1132.425738346
21041, , ,1980-81 Prescribed Burn,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,1625.9268216,31399.8791521,26/03/2020,Prescribed Burn,1980-81,21176,1980,1980/01/01 00:00:00+00,16228540.09375,31370.1990529392
21042, , ,1980-81 Prescribed Burn,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,255.18324163,7708.82384386,26/03/2020,Prescribed Burn,1980-81,21177,1980,1980/01/01 00:00:00+00,2547421.91796875,7702.15875485542
21043, , ,1980-81 Prescribed Burn,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,330.42321979,11271.7612112,26/03/2020,Prescribed Burn,1980-81,21178,1980,1980/01/01 00:00:00+00,3298547.13671875,11262.0599160097
21044, , ,1980-81 Prescribed Burn,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,187.11934517,6028.50120419,26/03/2020,Prescribed Burn,1980-81,21179,1980,1980/01/01 00:00:00+00,1868039.7890625,6023.41878268169
21045, , ,1980-81 Prescribed Burn,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,4.14839751,848.0168918,26/03/2020,Prescribed Burn,1980-81,21180,1980,1980/01/01 00:00:00+00,41412.41796875,847.285160489817
21046, , ,1980-81 Prescribed Burn,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,18.46815897,2818.99252534,26/03/2020,Prescribed Burn,1980-81,21181,1980,1980/01/01 00:00:00+00,184378.65625,2816.68008233282
21047, , ,1980-81 Prescribed Burn,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,410.1263808,8331.52195282,26/03/2020,Prescribed Burn,1980-81,21182,1980,1980/01/01 00:00:00+00,4094318.98046875,8324.46436853704
21048, , ,1980-81 Prescribed Burn,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,41.55796149,3201.47118645,26/03/2020,Prescribed Burn,1980-81,21183,1980,1980/01/01 00:00:00+00,414795.73046875,3198.45051520375
21049, , ,1980-81 Prescribed Burn,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,27.31276191,2849.39472283,26/03/2020,Prescribed Burn,1980-81,21184,1980,1980/01/01 00:00:00+00,272613.86328125,2846.71357717129
21050, , ,1980-81 Prescribed Burn,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,2.23127986,554.55480116,26/03/2020,Prescribed Burn,1980-81,21185,1980,1980/01/01 00:00:00+00,22270.859375,554.033252043408
21051, , ,1980-81 Prescribed Burn,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,4.87404699,1243.70786926,26/03/2020,Prescribed Burn,1980-81,21186,1980,1980/01/01 00:00:00+00,48652.0546875,1242.57946580528
21052, , ,1980-81 Prescribed Burn,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,28.43054109,2912.43725224,26/03/2020,Prescribed Burn,1980-81,21187,1980,1980/01/01 00:00:00+00,283790.27734375,2909.79736321769
21053, , ,1980-81 Prescribed Burn,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,6.43998396,1727.62229736,26/03/2020,Prescribed Burn,1980-81,21188,1980,1980/01/01 00:00:00+00,64283.34375,1726.05889369564
21054, , ,1980-81 Prescribed Burn,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,1.88846497,782.75327891,26/03/2020,Prescribed Burn,1980-81,21189,1980,1980/01/01 00:00:00+00,18850.44921875,782.044361857803
21055, , ,1980-81 Prescribed Burn,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,0.84895895,386.11815403,26/03/2020,Prescribed Burn,1980-81,21190,1980,1980/01/01 00:00:00+00,8474.24609375,385.768808673969
21056, , ,1980-81 Prescribed Burn,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,0.78025603,495.41152564,26/03/2020,Prescribed Burn,1980-81,21191,1980,1980/01/01 00:00:00+00,7788.45703125,494.963711381944
21057, , ,1980-81 Prescribed Burn,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,19.38846434,3715.29926674,26/03/2020,Prescribed Burn,1980-81,21192,1980,1980/01/01 00:00:00+00,193524.87109375,3711.85055181796
21058, , ,1980-81 Prescribed Burn,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,1.14841708,423.33747492,26/03/2020,Prescribed Burn,1980-81,21193,1980,1980/01/01 00:00:00+00,11462.85546875,422.944412437824
21059, , ,1980-81 Prescribed Burn,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,1.48846898,467.52389812,26/03/2020,Prescribed Burn,1980-81,21194,1980,1980/01/01 00:00:00+00,14857.0625,467.089741199726
21060, , ,1980-81 Prescribed Burn,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,2.00724677,542.28429981,26/03/2020,Prescribed Burn,1980-81,21195,1980,1980/01/01 00:00:00+00,20035.19921875,541.780484676274
21061, , ,1980-81 Prescribed Burn,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,19.02191019,2827.071155,26/03/2020,Prescribed Burn,1980-81,21196,1980,1980/01/01 00:00:00+00,189865.65625,2824.44355762468
21062, , ,1980-81 Prescribed Burn,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,2.41471081,670.80065445,26/03/2020,Prescribed Burn,1980-81,21197,1980,1980/01/01 00:00:00+00,24102.2890625,670.177763312924
21063, , ,1980-81 Prescribed Burn,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,1.73340947,496.05325599,26/03/2020,Prescribed Burn,1980-81,21198,1980,1980/01/01 00:00:00+00,17301.8984375,495.592395703106
21064, , ,1980-81 Prescribed Burn,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,3.73316459,869.56457472,26/03/2020,Prescribed Burn,1980-81,21199,1980,1980/01/01 00:00:00+00,37262.3203125,868.756883575332
21065, , ,1980-81 Prescribed Burn,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,44.56181063,3689.7400664,26/03/2020,Prescribed Burn,1980-81,21200,1980,1980/01/01 00:00:00+00,444787.3984375,3686.29904392688
21066, , ,1980-81 Prescribed Burn,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,5.08983726,917.22357324,26/03/2020,Prescribed Burn,1980-81,21201,1980,1980/01/01 00:00:00+00,50803.66015625,916.369898177131
21067, , ,1980-81 Prescribed Burn,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,0.53139641,378.40619782,26/03/2020,Prescribed Burn,1980-81,21202,1980,1980/01/01 00:00:00+00,5304.05859375,378.053235209661
21068, , ,1980-81 Prescribed Burn,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,63.59803404,5113.62345939,26/03/2020,Prescribed Burn,1980-81,21203,1980,1980/01/01 00:00:00+00,634997.1953125,5109.67049145717
21069, , ,1980-81 Prescribed Burn,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,617.41060274,43519.5852214,26/03/2020,Prescribed Burn,1980-81,21204,1980,1980/01/01 00:00:00+00,6164539.19140625,43485.8050846729
21070, , ,1980-81 Prescribed Burn,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,91.53403208,12157.3657079,26/03/2020,Prescribed Burn,1980-81,21205,1980,1980/01/01 00:00:00+00,913882.2109375,12147.6779089074
21071, , ,1980-81 Prescribed Burn,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,184.27740405,17869.2471123,26/03/2020,Prescribed Burn,1980-81,21206,1980,1980/01/01 00:00:00+00,1839965.2734375,17855.6012796434
21072, , ,1980-81 Prescribed Burn,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,14.21913979,1552.33521563,26/03/2020,Prescribed Burn,1980-81,21207,1980,1980/01/01 00:00:00+00,141961.34765625,1551.07885254796
21073, , ,1980-81 Prescribed Burn,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,28.50392358,2796.97512054,26/03/2020,Prescribed Burn,1980-81,21208,1980,1980/01/01 00:00:00+00,284578.18359375,2794.7119145158
21074, , ,1980-81 Prescribed Burn,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,196.00779216,25375.0092489,26/03/2020,Prescribed Burn,1980-81,21209,1980,1980/01/01 00:00:00+00,1956917.54296875,25354.5434673337
21075, , ,1980-81 Prescribed Burn,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,52.18893372,4792.49001643,26/03/2020,Prescribed Burn,1980-81,21210,1980,1980/01/01 00:00:00+00,521062.734375,4788.69519337753
21076, , ,1980-81 Prescribed Burn,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,104.24084547,8991.99457746,26/03/2020,Prescribed Burn,1980-81,21211,1980,1980/01/01 00:00:00+00,1040914.45703125,8985.54636976467
21077, , ,1980-81 Prescribed Burn,1970/01/01 00:00:00+00,1970/01/01 00:00:00+00,168.24688004,13311.8057557,26/03/2020,Prescribed Burn,1980-81,21212,1980,1980/01/01 00:00:00+00,1679889.40625,13301.6008869137
