FID,FireName,FireNo,Label,StartDate,EndDate,AreaHa,PerimeterM,Verdate,Type,Season,ID,Year,Year_Con,Shape__Area,Shape__Length
6860,Burragorang Road,SSR/2006/15,2006-07 Wildfire,2006/10/26 00:00:00+00,2006/10/28 00:00:00+00,0.76337918,309.72809571,26/03/2020,Wildfire,2006-07,6915,2006,2006/01/01 00:00:00+00,7620.84375,309.465107089991
6861,Bluegum Creek,SSR/2006/20,2006-07 Wildfire,2007/01/19 00:00:00+00,1970/01/01 00:00:00+00,0.9755481,350.13440594,26/03/2020,Wildfire,2006-07,6916,2006,2006/01/01 00:00:00+00,9739.7578125,349.851683257951
6862,Middleton Road,SSR/2006/21,2006-07 Wildfire,2007/01/22 00:00:00+00,2007/01/22 00:00:00+00,2.39559191,548.6771366,26/03/2020,Wildfire,2006-07,6917,2006,2006/01/01 00:00:00+00,23917.4140625,548.236057117751
6863,Metro Catchment,SSR/2006/22,2006-07 Wildfire,2007/02/07 00:00:00+00,2007/02/08 00:00:00+00,0.44513585,236.5139354,26/03/2020,Wildfire,2006-07,6918,2006,2006/01/01 00:00:00+00,4444.9921875,236.342498204964
6864,Talavins Creek,SSR/2006/23,2006-07 Wildfire,2006/12/07 00:00:00+00,1970/01/01 00:00:00+00,0.68036494,292.40272091,26/03/2020,Wildfire,2006-07,6919,2006,2006/01/01 00:00:00+00,6792.59375,292.165223397029
6865,Pelican Beach FIre,0607-05,2006-07 Wildfire,2006/09/21 00:00:00+00,2006/09/23 00:00:00+00,4.03315256,869.6085058,26/03/2020,Wildfire,2006-07,6920,2006,2006/01/01 00:00:00+00,40255.1484375,868.784819292356
6866,Pelican Point Road,0607-32,2006-07 Wildfire,2006/12/20 00:00:00+00,2006/12/20 00:00:00+00,0.54469227,288.9951979,26/03/2020,Wildfire,2006-07,6921,2006,2006/01/01 00:00:00+00,5436.625,288.721499756739
6867,Pelican Point Road,0607-32,2006-07 Wildfire,2006/12/20 00:00:00+00,2006/12/20 00:00:00+00,0.27540948,214.49441993,26/03/2020,Wildfire,2006-07,6922,2006,2006/01/01 00:00:00+00,2748.88671875,214.291177535729
6868,Awaba Bay (Alexanders),0607-36,2006-07 Wildfire,2006/12/09 00:00:00+00,2006/12/11 00:00:00+00,3.25048892,1035.33233582,26/03/2020,Wildfire,2006-07,6923,2006,2006/01/01 00:00:00+00,32444.0546875,1034.36287821882
6869,Bolton Point (1),06120919409,2006-07 Wildfire,2006/12/08 00:00:00+00,2006/12/10 00:00:00+00,1.88033157,587.05181659,26/03/2020,Wildfire,2006-07,6924,2006,2006/01/01 00:00:00+00,18768.13671875,586.502144596335
6870,Awaba Bay (North),0607-37,2006-07 Wildfire,2006/12/22 00:00:00+00,2006/12/22 00:00:00+00,0.25246183,220.0463187,26/03/2020,Wildfire,2006-07,6925,2006,2006/01/01 00:00:00+00,2519.8984375,219.840393427675
6871,Halfway House FIre,06112919251,2006-07 Wildfire,2006/12/01 00:00:00+00,2006/12/03 00:00:00+00,34.63889775,2678.89289087,26/03/2020,Wildfire,2006-07,6926,2006,2006/01/01 00:00:00+00,345746.44921875,2676.40707848945
6872,Monundilla (North),06112919219,2006-07 Wildfire,2006/11/29 00:00:00+00,2006/12/02 00:00:00+00,17.52110777,1662.05597831,26/03/2020,Wildfire,2006-07,6927,2006,2006/01/01 00:00:00+00,174894.51953125,1660.5538340817
6873,Roses Ck Fire,06121419508,2006-07 Wildfire,2006/12/14 00:00:00+00,2006/12/17 00:00:00+00,1.03939921,361.4112251,26/03/2020,Wildfire,2006-07,6928,2006,2006/01/01 00:00:00+00,10375.73828125,361.093934213108
6874,Dingo Creek Fire,06111418880,2006-07 Wildfire,2006/11/13 00:00:00+00,2006/11/24 00:00:00+00,684.979366,18593.0891416,26/03/2020,Wildfire,2006-07,6929,2006,2006/01/01 00:00:00+00,6838367.97265625,18577.5868459004
6875,Kerrabee,0607-15,2006-07 Wildfire,2006/11/13 00:00:00+00,1970/01/01 00:00:00+00,208.10476642,5974.87620273,26/03/2020,Wildfire,2006-07,6930,2006,2006/01/01 00:00:00+00,2077578.3828125,5969.89445978484
6876,Gungalwa,06111418882,2006-07 Wildfire,2006/11/13 00:00:00+00,2006/11/24 00:00:00+00,1.96949144,529.53072042,26/03/2020,Wildfire,2006-07,6931,2006,2006/01/01 00:00:00+00,19660.453125,529.067303618506
6877,Murrombro,0607-18,2006-07 Wildfire,2006/11/13 00:00:00+00,1970/01/01 00:00:00+00,18.91823462,1794.04934158,26/03/2020,Wildfire,2006-07,6932,2006,2006/01/01 00:00:00+00,188868.6640625,1792.5613832936
6878,Horseshoe 06,06092518392,2006-07 Wildfire,2006/09/24 00:00:00+00,2006/10/31 00:00:00+00,69.79804933,4596.78899809,26/03/2020,Wildfire,2006-07,6933,2006,2006/01/01 00:00:00+00,696792.22265625,4592.87502678947
6879,Arndell,06110118746,2006-07 Wildfire,2006/10/31 00:00:00+00,2006/11/07 00:00:00+00,2.73373573,723.88928248,26/03/2020,Wildfire,2006-07,6934,2006,2006/01/01 00:00:00+00,27290.59765625,723.270006934148
6880,Ruebens 06,06092518391,2006-07 Wildfire,2006/09/24 00:00:00+00,2006/10/31 00:00:00+00,19.14743773,2104.59257428,26/03/2020,Wildfire,2006-07,6935,2006,2006/01/01 00:00:00+00,191135.1640625,2102.72758505027
6881,Neath,06092418351,2006-07 Wildfire,2006/09/24 00:00:00+00,2006/09/29 00:00:00+00,155.58033953,5267.44858862,26/03/2020,Wildfire,2006-07,6936,2006,2006/01/01 00:00:00+00,1552942.8984375,5262.60398027412
6882,Burtons Creek FIre,06122119562,2006-07 Wildfire,2006/12/21 00:00:00+00,2006/12/23 00:00:00+00,3.83514579,885.3956423,26/03/2020,Wildfire,2006-07,6937,2006,2006/01/01 00:00:00+00,38283.37109375,884.609522465732
6883,Baerami Creek,06121119442,2006-07 Wildfire,2006/12/11 00:00:00+00,2006/12/17 00:00:00+00,39.82016128,3153.56583275,26/03/2020,Wildfire,2006-07,6938,2006,2006/01/01 00:00:00+00,397517.23046875,3150.85491071378
6884,Cox's Gap,0607-39,2006-07 Wildfire,2006/11/23 00:00:00+00,1970/01/01 00:00:00+00,0.73323861,336.18667519,26/03/2020,Wildfire,2006-07,6939,2006,2006/01/01 00:00:00+00,7320.0546875,335.903722781583
6885,Right Hand Creek,0607-41,2006-07 Wildfire,2006/11/29 00:00:00+00,2006/11/29 00:00:00+00,4.84628676,863.69068307,26/03/2020,Wildfire,2006-07,6940,2006,2006/01/01 00:00:00+00,48376.13671875,862.917416056303
6886,Moundilla,0607-26,2006-07 Wildfire,2006/11/28 00:00:00+00,1970/01/01 00:00:00+00,0.74270348,384.50977971,26/03/2020,Wildfire,2006-07,6941,2006,2006/01/01 00:00:00+00,7413.57421875,384.161176356227
6887,Elyl South,06112919223,2006-07 Wildfire,2006/11/29 00:00:00+00,2006/12/02 00:00:00+00,11.00129677,1420.48258675,26/03/2020,Wildfire,2006-07,6942,2006,2006/01/01 00:00:00+00,109817.875,1419.22260868961
6888,Red Gums,0607-21,2006-07 Wildfire,2006/11/20 00:00:00+00,2006/11/20 00:00:00+00,0.5029708,295.84730656,26/03/2020,Wildfire,2006-07,6943,2006,2006/01/01 00:00:00+00,5020.1796875,295.567085120323
6889,Norah Head,0607-23,2006-07 Wildfire,2006/11/11 00:00:00+00,2006/11/11 00:00:00+00,0.3623992,253.01256297,26/03/2020,Wildfire,2006-07,6944,2006,2006/01/01 00:00:00+00,3617.12890625,252.772856235575
6890,Norah Head,06090518174,2006-07 Wildfire,2006/09/04 00:00:00+00,2006/09/05 00:00:00+00,3.0144305,719.3389606,26/03/2020,Wildfire,2006-07,6945,2006,2006/01/01 00:00:00+00,30087.22265625,718.657450499129
6891,Raspberry Clear Fire,07012219949,2006-07 Wildfire,2007/01/21 00:00:00+00,2007/02/01 00:00:00+00,63.12796194,3550.83715512,26/03/2020,Wildfire,2006-07,6946,2006,2006/01/01 00:00:00+00,630148.6015625,3547.65472651774
6892,Sheep Skin Hut Fire,07012219951,2006-07 Wildfire,2007/01/21 00:00:00+00,2007/02/01 00:00:00+00,172.93767753,6740.40192377,26/03/2020,Wildfire,2006-07,6947,2006,2006/01/01 00:00:00+00,1726256.66796875,6734.31844399583
6893,Wellum Lake,07021120159,2006-07 Wildfire,2007/02/10 00:00:00+00,2007/02/13 00:00:00+00,0.52180529,282.84258897,26/03/2020,Wildfire,2006-07,6948,2006,2006/01/01 00:00:00+00,5208.17578125,282.574691646574
6894,Mudgee Creek,07011319770,2006-07 Wildfire,2007/01/13 00:00:00+00,2007/01/15 00:00:00+00,1.81793136,537.41667972,26/03/2020,Wildfire,2006-07,6949,2006,2006/01/01 00:00:00+00,18145.0234375,536.909452098995
6895,Fire 312,07013319769,2006-07 Wildfire,2007/01/13 00:00:00+00,2007/01/15 00:00:00+00,3.04127349,643.64572897,26/03/2020,Wildfire,2006-07,6950,2006,2006/01/01 00:00:00+00,30355.296875,643.037647244031
6896,Devils Hole,07011319766,2006-07 Wildfire,2007/01/13 00:00:00+00,2007/01/19 00:00:00+00,48.35172688,2750.67654862,26/03/2020,Wildfire,2006-07,6951,2006,2006/01/01 00:00:00+00,482601.5703125,2748.07071530234
6897,Webbs Creek,06110218767,2006-07 Wildfire,2006/11/02 00:00:00+00,2006/11/10 00:00:00+00,60.29409655,4750.90438268,26/03/2020,Wildfire,2006-07,6952,2006,2006/01/01 00:00:00+00,601801.48828125,4746.41298133662
6898,Lower Mangrove,07012119917,2006-07 Wildfire,2007/01/21 00:00:00+00,2007/01/29 00:00:00+00,1970.11360007,29429.1120755,26/03/2020,Wildfire,2006-07,6953,2006,2006/01/01 00:00:00+00,19663931.1445313,29401.3093572881
6899,Daleys Point,06102818703,2006-07 Wildfire,2006/10/28 00:00:00+00,2006/11/02 00:00:00+00,0.3558823,223.5053168,26/03/2020,Wildfire,2006-07,6954,2006,2006/01/01 00:00:00+00,3552.140625,223.295537212219
6900,Daleys Point,06102818703,2006-07 Wildfire,2006/10/28 00:00:00+00,2006/11/02 00:00:00+00,3.81095126,1090.31862332,26/03/2020,Wildfire,2006-07,6955,2006,2006/01/01 00:00:00+00,38038.03515625,1089.29560148253
6901,Pacific Hwy Kariong,06092418359,2006-07 Wildfire,2006/09/24 00:00:00+00,2006/09/25 00:00:00+00,6.39450602,1162.26706547,26/03/2020,Wildfire,2006-07,6956,2006,2006/01/01 00:00:00+00,63824.56640625,1161.17151449496
6902,Crafts Creek Fire,06100418438,2006-07 Wildfire,2006/10/03 00:00:00+00,2006/10/09 00:00:00+00,68.63727765,5260.6499494,26/03/2020,Wildfire,2006-07,6957,2006,2006/01/01 00:00:00+00,685074.26953125,5255.67136837781
6903,Wellums,06121219464,2006-07 Wildfire,2006/12/11 00:00:00+00,2006/12/15 00:00:00+00,2.3729338,623.06715989,26/03/2020,Wildfire,2006-07,6958,2006,2006/01/01 00:00:00+00,23684.40234375,622.476873391485
6904,Bunning Fire,07012119929,2006-07 Wildfire,2007/01/21 00:00:00+00,2007/01/30 00:00:00+00,163.13400705,8629.30611377,26/03/2020,Wildfire,2006-07,6959,2006,2006/01/01 00:00:00+00,1628251.92578125,8621.13436885256
6905,Spoon Bay Carpark,0607-54,2006-07 Wildfire,2007/02/06 00:00:00+00,2007/02/06 00:00:00+00,0.00960365,34.78366463,26/03/2020,Wildfire,2006-07,6960,2006,2006/01/01 00:00:00+00,95.8515625,34.7508475268937
6906,Rileys Island,0607-56,2006-07 Wildfire,2007/02/16 00:00:00+00,2007/02/16 00:00:00+00,0.57573445,409.99120141,26/03/2020,Wildfire,2006-07,6961,2006,2006/01/01 00:00:00+00,5746.51953125,409.605983466263
6907,Munmorah,0607-57,2006-07 Wildfire,2007/02/16 00:00:00+00,2007/02/16 00:00:00+00,1.08999092,439.90913001,26/03/2020,Wildfire,2006-07,6962,2006,2006/01/01 00:00:00+00,10879.30078125,439.492577023923
6908,Awaba Bay 4,0607-52,2006-07 Wildfire,2007/02/03 00:00:00+00,2007/02/04 00:00:00+00,0.10884108,142.00008621,26/03/2020,Wildfire,2006-07,6963,2006,2006/01/01 00:00:00+00,1086.375,141.867122962643
6909,Awaba Bay 4,0607-52,2006-07 Wildfire,2007/02/03 00:00:00+00,2007/02/04 00:00:00+00,0.04519542,87.17076952,26/03/2020,Wildfire,2006-07,6964,2006,2006/01/01 00:00:00+00,451.109375,87.0891691102118
6910,Awaba Bay 6,0607-60,2006-07 Wildfire,2007/02/04 00:00:00+00,2007/02/06 00:00:00+00,2.7064253,782.62259256,26/03/2020,Wildfire,2006-07,6965,2006,2006/01/01 00:00:00+00,27013.59375,781.889708137874
6911,Wollemi Complex-Coricudgy,06111418873,2006-07 Wildfire,2006/11/13 00:00:00+00,2006/11/24 00:00:00+00,7.67038822,1122.85340943,26/03/2020,Wildfire,2006-07,6966,2006,2006/01/01 00:00:00+00,76563.21484375,1121.8233213453
6912,Wollemi Complex-Coricudgy,06111418873,2006-07 Wildfire,2006/11/13 00:00:00+00,2006/11/24 00:00:00+00,2.32803171,593.15941881,26/03/2020,Wildfire,2006-07,6967,2006,2006/01/01 00:00:00+00,23237.16796875,592.609339035829
6913,Wollemi Complex-Coricudgy,06111418873,2006-07 Wildfire,2006/11/13 00:00:00+00,2006/11/24 00:00:00+00,7.53607847,1458.11591485,26/03/2020,Wildfire,2006-07,6968,2006,2006/01/01 00:00:00+00,75220.96484375,1456.76278182202
6914,Wollemi Complex-Coricudgy,06111418873,2006-07 Wildfire,2006/11/13 00:00:00+00,2006/11/24 00:00:00+00,513.35418202,21485.5576337,26/03/2020,Wildfire,2006-07,6969,2006,2006/01/01 00:00:00+00,5124009.34765625,21465.606573563
6915,Coricudgy Fire,06111418873,2006-07 Wildfire,2006/11/13 00:00:00+00,2006/11/24 00:00:00+00,21.36194289,2095.05070388,26/03/2020,Wildfire,2006-07,6970,2006,2006/01/01 00:00:00+00,213241.06640625,2093.19459497274
6916,Wollondilly Complex,SSR/2006/07,2006-07 Wildfire,2006/09/24 00:00:00+00,2006/11/08 00:00:00+00,603.18304651,16750.1016518,26/03/2020,Wildfire,2006-07,6971,2006,2006/01/01 00:00:00+00,6021866.28125,16736.2647385929
6917,Wollondilly Complex,SSR/2006/07,2006-07 Wildfire,2006/09/24 00:00:00+00,2006/11/08 00:00:00+00,9.82815818,1367.08223556,26/03/2020,Wildfire,2006-07,6972,2006,2006/01/01 00:00:00+00,98120.3984375,1365.96074412435
6918,Wollondilly Complex,SSR/2006/07,2006-07 Wildfire,2006/09/24 00:00:00+00,2006/11/08 00:00:00+00,26.6946116,1990.45474628,26/03/2020,Wildfire,2006-07,6973,2006,2006/01/01 00:00:00+00,266506.65234375,1988.81571984907
6919,Wombat View,BMR-07-013,2007-08 Wildfire,2007/11/18 00:00:00+00,2007/11/19 00:00:00+00,0.04168335,82.32750029,26/03/2020,Wildfire,2007-08,6974,2007,2007/01/01 00:00:00+00,416.0390625,82.2495777916383
6920,Coco Creek,BMR-07-012,2007-08 Wildfire,2007/11/18 00:00:00+00,2007/11/21 00:00:00+00,0.01615817,48.74910796,26/03/2020,Wildfire,2007-08,6975,2007,2007/01/01 00:00:00+00,161.28125,48.7029354755229
6921,Browns Rock,SYD,2007-08 Wildfire,2007/07/28 00:00:00+00,1970/01/01 00:00:00+00,0.20002114,187.88989981,26/03/2020,Wildfire,2007-08,6976,2007,2007/01/01 00:00:00+00,1996.7421875,187.727174862618
6922,Cabbage Tree,SSR200704,2007-08 Wildfire,2007/10/01 00:00:00+00,2007/10/08 00:00:00+00,19.42761983,2457.34523537,26/03/2020,Wildfire,2007-08,6977,2007,2007/01/01 00:00:00+00,193948.60546875,2455.27271434547
6923,Bola Creek,SSR200705,2007-08 Wildfire,2007/10/06 00:00:00+00,2007/10/09 00:00:00+00,2.63129171,644.50572228,26/03/2020,Wildfire,2007-08,6978,2007,2007/01/01 00:00:00+00,26269.53125,643.974159071706
6924,Waratah Bay B,SNR0708-04,2007-08 Wildfire,2007/10/11 00:00:00+00,2007/10/12 00:00:00+00,0.20952459,241.34408197,26/03/2020,Wildfire,2007-08,6979,2007,2007/01/01 00:00:00+00,2091.37109375,241.120510654557
6925,Waratah Bay A,SNR0708-04,2007-08 Wildfire,2007/10/11 00:00:00+00,2007/10/11 00:00:00+00,0.00043293,10.57301155,26/03/2020,Wildfire,2007-08,6980,2007,2007/01/01 00:00:00+00,4.31640625,10.5632548676478
6926,Waratah Bay C,SNR0708-04,2007-08 Wildfire,2007/10/11 00:00:00+00,2007/10/11 00:00:00+00,0.00010025,4.05904364,26/03/2020,Wildfire,2007-08,6981,2007,2007/01/01 00:00:00+00,0.99609375,4.05529653317468
6927,Little Pittwater,SNR0708-02,2007-08 Wildfire,2007/10/01 00:00:00+00,2007/10/07 00:00:00+00,301.85956671,14102.3801229,26/03/2020,Wildfire,2007-08,6982,2007,2007/01/01 00:00:00+00,3012976.6484375,14089.2487825273
6928,Bobbin Head Road,SNR0708-01,2007-08 Wildfire,2007/08/10 00:00:00+00,2007/08/10 00:00:00+00,0.82405785,334.27158242,26/03/2020,Wildfire,2007-08,6983,2007,2007/01/01 00:00:00+00,8225.39453125,333.963265475493
6929,Mt Colah,SNR0708-06,2007-08 Wildfire,2007/10/17 00:00:00+00,2007/10/17 00:00:00+00,0.06564488,107.15795293,26/03/2020,Wildfire,2007-08,6984,2007,2007/01/01 00:00:00+00,655.23046875,107.058967353551
6930,Mt Colah,SNR0708-06,2007-08 Wildfire,2007/10/17 00:00:00+00,2007/10/17 00:00:00+00,0.0896738,128.61765294,26/03/2020,Wildfire,2007-08,6985,2007,2007/01/01 00:00:00+00,895.08203125,128.498969441138
6931,Mt Colah,SNR0708-06,2007-08 Wildfire,2007/10/17 00:00:00+00,2007/10/17 00:00:00+00,0.05013707,102.66108914,26/03/2020,Wildfire,2007-08,6986,2007,2007/01/01 00:00:00+00,500.453125,102.566365846641
6932,Mt Colah,SNR0708-06,2007-08 Wildfire,2007/10/17 00:00:00+00,2007/10/17 00:00:00+00,0.02829874,92.8850983,26/03/2020,Wildfire,2007-08,6987,2007,2007/01/01 00:00:00+00,282.4765625,92.7993315373301
6933,Yoothamurra Farm Fire,SNR,2007-08 Wildfire,2007/10/16 00:00:00+00,2007/10/16 00:00:00+00,12.11803694,1611.7125509,26/03/2020,Wildfire,2007-08,6988,2007,2007/01/01 00:00:00+00,120953.5078125,1610.20312233515
6934,Cowan Fire,SNR-07108,2007-08 Wildfire,2007/10/03 00:00:00+00,2007/10/03 00:00:00+00,1.64072525,1069.66809769,26/03/2020,Wildfire,2007-08,6989,2007,2007/01/01 00:00:00+00,16376.70703125,1068.67170215994
6935,Munmorah Nth Gate,0708-01,2007-08 Wildfire,2007/07/05 00:00:00+00,2007/07/05 00:00:00+00,0.07343922,96.16994396,26/03/2020,Wildfire,2007-08,6990,2007,2007/01/01 00:00:00+00,732.9921875,96.0789536188928
6936,Munmorah Sth Gate,0708-02,2007-08 Wildfire,2007/07/05 00:00:00+00,2007/07/05 00:00:00+00,0.45449577,322.51862646,26/03/2020,Wildfire,2007-08,6991,2007,2007/01/01 00:00:00+00,4536.359375,322.213325442096
6937,Wakefield fire,0708-05,2007-08 Wildfire,2007/10/12 00:00:00+00,2007/10/20 00:00:00+00,3.10127951,776.7007415,26/03/2020,Wildfire,2007-08,6992,2007,2007/01/01 00:00:00+00,30954.890625,775.975271874637
6938,Bird Cage Point Fire,07111722134,2007-08 Wildfire,2007/11/17 00:00:00+00,2007/11/20 00:00:00+00,0.4752477,313.97982819,26/03/2020,Wildfire,2007-08,6993,2007,2007/01/01 00:00:00+00,4743.50390625,313.683167169859
6939,Point Woolstoncroft,0708-07,2007-08 Wildfire,2008/01/09 00:00:00+00,2008/01/09 00:00:00+00,0.01035056,39.528444,26/03/2020,Wildfire,2007-08,6994,2007,2007/01/01 00:00:00+00,103.30078125,39.491090253272
6940,Point Woolstoncroft,0708-07,2007-08 Wildfire,2008/01/09 00:00:00+00,2008/01/09 00:00:00+00,0.01490562,45.69902798,26/03/2020,Wildfire,2007-08,6995,2007,2007/01/01 00:00:00+00,148.7734375,45.6558638655233
6941,Chain Valley Bay,08022622963,2007-08 Wildfire,2008/02/26 00:00:00+00,2008/02/26 00:00:00+00,2.15450175,605.57666267,26/03/2020,Wildfire,2007-08,6996,2007,2007/01/01 00:00:00+00,21504.265625,605.00390708649
6942,Chain Valley Bay 2,08040323181,2007-08 Wildfire,2008/04/03 00:00:00+00,2008/04/03 00:00:00+00,1.35452549,849.45663751,26/03/2020,Wildfire,2007-08,6997,2007,2007/01/01 00:00:00+00,13519.62890625,848.652930467819
6943,Poggy Creek,7111522114,2007-08 Wildfire,2007/11/15 00:00:00+00,1970/01/01 00:00:00+00,3.57412581,758.1584371,26/03/2020,Wildfire,2007-08,6998,2007,2007/01/01 00:00:00+00,35683.38671875,757.544414551357
6944,Cumbo East,7111822146,2007-08 Wildfire,2007/11/18 00:00:00+00,1970/01/01 00:00:00+00,3.7149991,758.40920118,26/03/2020,Wildfire,2007-08,6999,2007,2007/01/01 00:00:00+00,37087.2109375,757.76793632577
6945,Cumbo West,7111822146,2007-08 Wildfire,2007/11/18 00:00:00+00,1970/01/01 00:00:00+00,0.16433517,175.88148351,26/03/2020,Wildfire,2007-08,7000,2007,2007/01/01 00:00:00+00,1640.5703125,175.733017212328
6946,Spring Log,BMR-07-004,2007-08 Wildfire,2007/10/01 00:00:00+00,2007/10/05 00:00:00+00,5.23735893,1024.22816568,26/03/2020,Wildfire,2007-08,7001,2007,2007/01/01 00:00:00+00,52279.3984375,1023.30680314842
6947,Pinchgut,BMR-07-007,2007-08 Wildfire,2007/10/15 00:00:00+00,2007/10/31 00:00:00+00,84.24845043,4124.13603746,26/03/2020,Wildfire,2007-08,7002,2007,2007/01/01 00:00:00+00,840888.90234375,4120.2287908947
6948,The Rock/Fairlight Rd/Mulgoa,BMR-07-008,2007-08 Wildfire,2007/10/03 00:00:00+00,2007/10/04 00:00:00+00,2.19764184,831.21364642,26/03/2020,Wildfire,2007-08,7003,2007,2007/01/01 00:00:00+00,21936.859375,830.465100857689
6949,Blackheath Depot,BMR-07-001,2007-08 Wildfire,2007/08/12 00:00:00+00,2007/08/12 00:00:00+00,0.28029482,187.67999505,26/03/2020,Wildfire,2007-08,7004,2007,2007/01/01 00:00:00+00,2797.67578125,187.506015453304
6950,Glenbrook Causeway,BMR-07-002,2007-08 Wildfire,2007/09/11 00:00:00+00,2007/09/11 00:00:00+00,0.39614149,223.11851715,26/03/2020,Wildfire,2007-08,7005,2007,2007/01/01 00:00:00+00,3954.22265625,222.916184266405
6951,Horse Arm Creek,BMR-07-005,2007-08 Wildfire,2007/10/12 00:00:00+00,2007/10/17 00:00:00+00,0.93796776,343.32418759,26/03/2020,Wildfire,2007-08,7006,2007,2007/01/01 00:00:00+00,9362.8828125,343.016954756579
6952,"McClaren St, Blackheath",BMR-07-006,2007-08 Wildfire,2007/10/14 00:00:00+00,2007/10/14 00:00:00+00,0.40377069,225.25676565,26/03/2020,Wildfire,2007-08,7007,2007,2007/01/01 00:00:00+00,4030.23828125,225.047929990129
6953,Three Poles,8012722749,2007-08 Wildfire,2008/01/27 00:00:00+00,1970/01/01 00:00:00+00,0.65148835,286.13024869,26/03/2020,Wildfire,2007-08,7008,2007,2007/01/01 00:00:00+00,6503.3203125,285.877035201921
6954,Cedar Ridge,BMR-07-014,2007-08 Wildfire,2007/11/19 00:00:00+00,2007/11/26 00:00:00+00,2.22982395,529.35343156,26/03/2020,Wildfire,2007-08,7009,2007,2007/01/01 00:00:00+00,22257.96875,528.875127707049
6955,Donkey Mountain,BMR-07-011,2007-08 Wildfire,2007/11/15 00:00:00+00,2007/11/20 00:00:00+00,1.59870051,448.22285947,26/03/2020,Wildfire,2007-08,7010,2007,2007/01/01 00:00:00+00,15956.77734375,447.798244338127
6956,Andersons Firetrail,BMR-07-009,2007-08 Wildfire,2007/10/21 00:00:00+00,2007/10/21 00:00:00+00,1.36720427,414.50249479,26/03/2020,Wildfire,2007-08,7011,2007,2007/01/01 00:00:00+00,13647.3359375,414.127555119303
6957,Black Cliff Creek,BMR-07-003,2007-08 Wildfire,2007/09/14 00:00:00+00,2007/09/17 00:00:00+00,10.04214547,1609.7226138,26/03/2020,Wildfire,2007-08,7012,2007,2007/01/01 00:00:00+00,100231.61328125,1608.2004257038
6958,Leacock, ,2007-08 Wildfire,2008/03/07 00:00:00+00,1970/01/01 00:00:00+00,0.08596867,141.31658668,26/03/2020,Wildfire,2007-08,7013,2007,2007/01/01 00:00:00+00,858.18359375,141.193050790646
6959,Boree Fire,CCHR0809-04,2008-09 Wildfire,2008/09/16 00:00:00+00,2008/09/17 00:00:00+00,1.20970863,455.4783592,26/03/2020,Wildfire,2008-09,7014,2008,2008/01/01 00:00:00+00,12074.328125,455.049686339233
6960,Chain Valley Bay 1,CCHR0809-01,2008-09 Wildfire,2008/07/11 00:00:00+00,2008/07/11 00:00:00+00,0.79345541,525.40421817,26/03/2020,Wildfire,2008-09,7015,2008,2008/01/01 00:00:00+00,7919.54296875,524.907049400705
6961,Chain Valley Bay 2,CCHR0809-02,2008-09 Wildfire,2008/09/16 00:00:00+00,2008/09/16 00:00:00+00,0.3656002,246.89612528,26/03/2020,Wildfire,2008-09,7016,2008,2008/01/01 00:00:00+00,3649.08203125,246.66257369877
6962,Chain Valley Bay 5,CCHR0809-09,2008-09 Wildfire,2008/10/04 00:00:00+00,2008/10/04 00:00:00+00,11.77984612,1587.21504642,26/03/2020,Wildfire,2008-09,7017,2008,2008/01/01 00:00:00+00,117575.6484375,1585.71335279163
6963,Chain Valley Bay 4,CCHR0809-08,2008-09 Wildfire,2008/10/01 00:00:00+00,2008/10/01 00:00:00+00,0.06529174,105.80011657,26/03/2020,Wildfire,2008-09,7018,2008,2008/01/01 00:00:00+00,651.67578125,105.699988053652
